"sentiment","text"
"Negative","Mensos: Anak-anak Diincar Jadi Kurir Narkoba - ANTARA News Kalimantan Barat"
"Negative","Jaringan Narkoba Jakarta Biasa Kirim 500 Pil Ekstasi Sekali Kirim - rayapos.com"
"Positive","Sering Transaksi Narkoba, Oknum PNS Kapuas Hulu Diciduk Polisi - KalbarOnline.Com"
"Positive","Polda Metro batasi pengunjung tahanan narkoba saat lebaran"
"Positive","Polda Kalbar Musnahkan Barang Bukti Narkoba - ANTARA News Kalimantan Barat"
"Negative","Modus selundupkan narkoba ke lapas, dari popok bayi sampai layangan"
"Positive","Duterte perintahkan polisi dan tentara tak ikut selidiki perang narkoba - ANTARA News"
"Positive","BNN Gunakan Yurisprudensi Tindak Narkoba Jenis Baru - ANTARA News Kalimantan Barat"
"Positive","Wali Kota Singkawang Ajak Masyarakat Perangi Narkoba - ANTARA News Kalimantan Barat"
"Negative","Darurat Narkoba Kalangan Artis - Tribun Pontianak"
"Positive","Polda Kalbar Ringkus Bandar Narkoba DPO Polda Jatim - Tribun Pontianak"
"Positive","Terlibat Narkoba, Wakil Ketua DPRD Bali Disidangkan - rayapos.com"
"Negative","Nih Omset Jualan Narkoba Cair di Diskotek MG Per Malam - rayapos.com"
"Negative","Disdikbud Kapuas Hulu khawatir narkoba rusak pelajar - ANTARA News Kalimantan Barat"
"Negative","Usai Tes Urine, Fachri Albar Dinyatakan Positive Narkoba - rayapos.com"
"Positive","Polisi Singkawang Ringkus Dua Pengguna Narkoba - ANTARA News Kalimantan Barat"
"Positive","Penyalah Guna Narkoba Perlu Diselamatkan - ANTARA News Kalimantan Barat"
"Negative","Daniel : Narkoba Rusak Masa Depan Bangsa - ANTARA News Kalimantan Barat"
"Negative","Perwira Polda Kalbar Terindikasi Gunakan Narkoba - ANTARA News Kalimantan Barat"
"Positive","Polres Jakarta Barat Berhasil Bekuk Jaringan Narkoba Antar Provinsi - rayapos.com"
"Positive","Polisi Terus Cari Pemasok Narkoba di Kalangan Artis - rayapos.com"
"Negative","Roy Marten: Indonesia Memang Darurat Narkoba - ANTARA News Kalimantan Barat"
"Positive","Gagal Transaksi Narkoba, 2 Pria Ini Diciduk Polres Sintang - Tribun Pontianak"
"Negative","Tes urine, 2 sopir angkutan Lebaran di Pekanbaru Positive narkoba"
"Positive","Jennifer Dunn akan Jalani Tes Rambut untuk Ketahui Sejak Kapan Pakai Narkoba - rayapos.com"
"Positive","Duterte Ancam Bunuh Mafia Narkoba China"
"Positive","Perangi Narkoba ala Duterte - Tribun Pontianak"
"Positive","Rusak Generasi Muda, Sekda Dukung Perangi Narkoba - Tribun Pontianak"
"Negative","3 ASN Terlibat Narkoba, Ini Kata Tokoh Masyarakat Mempawah - Tribun Pontianak"
"Negative","BNNP Maluku Sebut Kota Ambon Rawan Narkoba"
"Positive","Regulasi Pemilu 2019 Berubah, Calon Legislatif Harus Bebas Narkoba - Tribun Pontianak"
"Positive","Pemkot Ancam Tutup Tempat Hiburan Ditemukan Narkoba - ANTARA News Kalimantan Barat"
"Negative","Dua anggota polisi diduga pesta narkoba di Medan"
"Negative","Polisi: Peredaran Narkoba Asal Malaysia Sudah Memprihatinkan - ANTARA News Kalimantan Barat"
"Positive","Polisi Ungkap Transaksi Narkoba di SD - ANTARA News Kalimantan Barat"
"Positive","Imran Minta Masyarakat Waspada Peredaran Narkoba - Tribun Pontianak"
"Positive","Amankan Natal, Polres Jakpus Tangkap Preman dan Pengedar Narkoba - rayapos.com"
"Positive","Polres Pontianak Ungkap Peredaran Narkoba Sungai Pinyuh - ANTARA News Kalimantan Barat"
"Positive","Polda Kalbar Ciduk 4 Orang Diduga Pengedar Narkoba - Tribun Pontianak"
"Positive","Cegah Narkoba, Pengamanan Perbatasan Disiagakan - Tribun Pontianak"
"Positive","Gemasaba Kalbar Ajak Pemuda Pelajar Perangi Narkoba - ANTARA News Kalimantan Barat"
"Positive","Kanwil Kemenkum-HAM Sanksi Tegas Petugas Terlibat Narkoba - ANTARA News Kalimantan Barat"
"Positive","Gerakan Ayo Perangi Narkoba Dideklarasikan - ANTARA News Kalimantan Barat"
"Positive","Sudah Empat Kali Polres Jakbar Tangkap Pengedar Narkoba di Kampung Boncos - rayapos.com"
"Negative","Beredar Info Satu Keluarga Elvi Sukaesih Ditangkap Karena Narkoba - rayapos.com"
"Positive","Peringati Hari Jadi Sekadau Diawali Sosialisasi Bahaya Narkoba - ANTARA News Kalimantan Barat"
"Negative","Razia Supir Truk di Pontianak, Satu Orang Terindikasi Gunakan Narkoba - Tribun Pontianak"
"Positive","LPKNDP Siap Kampanyekan Perang Terhadap Narkoba di Ketapang - KalbarOnline.Com"
"Positive","Bea Cukai - Pabean Tiongkok-Indonesia Berkomitmen Perangi Narkoba - ANTARA News Kalimantan Barat"
"Negative","Daun Khat dari Teh Arab Jadi Narkoba Golongan I - ANTARA News Kalimantan Barat"
"Positive","Filipina Klaim Perang Anti-Narkoba Sukses"
"Negative","Penyalahgunaan Narkoba Di Kapuas Hulu Meningkat Drastis - ANTARA News Kalimantan Barat"
"Positive","Pemkot Jaksel Ajak Warga Perangi Narkoba - Beritajakarta.id"
"Positive","Pejabat Baru Kemenkum-HAM Kalbar Siap Berantas Narkoba - ANTARA News Kalimantan Barat"
"Positive","Panglima TNI Minta AL Tindak Penyeludupan Narkoba di Perairan - rayapos.com"
"Positive","Wabup Mempawah Warning ASN, Tak Terlibat Narkoba - Tribun Pontianak"
"Positive","Ansor Sanggau Apresiasi Kinerja Aparat Kepolisian Yang Amankan Narkoba - Tribun Pontianak"
"Positive","Momen Peringatan Sumpah Pemuda, Bupati Sambas Ajak Seluruh Elemen Masyarakat Perangi Narkoba - Kalba"
"Positive","Bahaupm Masyarakat Binua Nahaya Tegaskan Narkoba Musuh Bersama - Tribun Pontianak"
"Positive","Polres Sekadau Komitmen Berantas Narkoba - Tribun Pontianak"
"Negative","Anggota Polisi Dihajar oleh Bandar Narkoba saat Melakukan Penangkapan di Penjaringan - rayapos.com"
"Negative","LBH Kok Minta Stop Tembak Bandar Narkoba - Kantorberitapemilu.com"
"Positive","Wabup Sintang: Keluarga Kunci Pemberantasan Narkoba - ANTARA News Kalimantan Barat"
"Positive","Roro Fitria Menyesal Pakai Narkoba, Curhat ke Sunan Kalijaga - rayapos.com"
"Positive","Kampanye Anti Narkoba Sasar Masyarakat Perkantoran Desa Setungkup - Tribun Pontianak"
"Positive","Hari Kedua Ditahan, Fachri Albar Beritahukan Nama Penjual Narkoba ke Penyidik - rayapos.com"
"Positive","Polisi Tangkap Oknum ASN Kasus Narkoba - ANTARA News Kalimantan Barat"
"Positive","Kasus Narkoba Dominasi Penghuni Rutan Sanggau - ANTARA News Kalimantan Barat"
"Positive","Polda Kalbar Terus Lakukan Perkembangan Kasus Jaringan Narkoba - KalbarOnline.Com"
"Negative","Ekonomi Indonesia Rugi Rp57 Triliun AKibat Narkoba - ANTARA News Kalimantan Barat"
"Positive","Mendagri Siap Pecat Kepala Daerah Terlibat Narkoba - ANTARA News Kalimantan Barat"
"Negative","Bandara Soekarno-Hatta Jadi Primadona untuk Menyelundupkan Narkoba - Wartakota"
"Positive","Pengedar Narkoba Jenis Pentilon Terus Diburu Polisi - rayapos.com"
"Positive","Selama 2017 BNN Telah Tangkap 58 Ribu Orang Terkait Narkoba - rayapos.com"
"Positive","Ketua DAD Sekadau : Putuskan Mata Rantai Narkoba - Tribun Pontianak"
"Positive","Dewan Sekadau Apresiasi Polisi yang Konsisten Ungkap Kasus Narkoba - Tribun Pontianak"
"Negative","Kapolri: Indonesia Jadi Destinasi Peredaran Narkoba Internasional - rayapos.com"
"Positive","Bersihkan Narkoba di Tubuh Aparatur Sipil Negara - Tribun Pontianak"
"Positive","Irwan Ajak Perangi Narkoba - Tribun Pontianak"
"Positive","Anggota Kepolisian Evakuasi Mayat Wanita di Jalan Purnama - Tribun Pontianak"
"Negative","Heboh! Penemuan Mayat Perempuan di Kapuas Hulu - Tribun Pontianak"
"Positive","Kapolsek Pontianak Selatan Datangi Lokasi Penemuan Mayat - Tribun Pontianak"
"Negative","186 Mayat Ditemukan di Lokasi Jatuhnya MH17 di Ukraina - ANTARA News Kalimantan Barat"
"Positive","Ini Penjelasan Warga Terkait Penemuan Mayat Tanpa Identitas di Area Kebun Karet - KalbarOnline.Com"
"Negative","BREAKING NEWS: Warga Gonis Tekam Digegerkan Temuan Mayat - Tribun Pontianak"
"Negative","Heboh Mayat Penuh Luka di Kebun Karet | Pontianak Post"
"Negative","Astaga, Mayat Bayi Ditemukan di Pinggir Kali Kedoya - rayapos.com"
"Negative","Mayat Wanita di Purnama - Polisi Kembali Olah TKP, Temuannya Mengerikan - Tribun Pontianak"
"Negative","Mayat Laki-laki Tanpa Identitas Ditemukan di Sungai Pawan - ANTARA News Kalimantan Barat"
"Negative","Ini Identitas Mayat Tergantung yang Ditemukan Pemburu Tupai - Tribun Pontianak"
"Negative","Warga Desa Merbang Sekadau Dihebohkan Mayat Dalam Sungai - ANTARA News Kalimantan Barat"
"Positive","Proses Evakuasi Mayat Pria Tanpa Identitas Dari Kamar Hotel - Tribun Pontianak"
"Negative","Warga Sekadau Kembali Dihebohkan Penemuan Mayat - ANTARA News Kalimantan Barat"
"Negative","Mayat Wanita Hamil 9 Bulan Ditemukan Mengenaskan dalam Selokan | iNews Portal - Regional"
"Negative","Mayat pria kondisi kaki terikat ditemukan di parit kebun tebu"
"Negative","Mayat Brigadir Supriyanto Ditemukan Mengapung - ANTARA News Kalimantan Barat"
"Negative","Mayat Jeni hampir sebulan disimpan di Apartemen Bellezza"
"Positive","Polisi Selidiki Kasus Penemuan Mayat Bayi Laki-Laki - ANTARA News Kalimantan Barat"
"Negative","Mayat Lelaki Tanpa Busana Gegerkan Warga Mojokerto | iNews Portal - Jatim"
"Positive","Tim Inafis Tiba di Lokasi Penemuan Mayat Wanita - Tribun Pontianak"
"Negative","Warga Putussibau Digemparkan Dengan Penemuan Mayat Pria di Pantai Desa Teluk Sindur - KalbarOnline.C"
"Negative","Sutuji Kaget Lihat Mayat Anaknya dalam Sumur - Tribunnews.com"
"Positive","Polres Kapuas Hulu Masih Dalami Kasus Penemuan Mayat Anisa - KalbarOnline.Com"
"Negative","Kisah Aneh saat Mayat Bayi Masuk Mesin Penggiling Sampah - Tribun Pontianak"
"Negative","Warga heboh penemuan mayat di Sungai Pinyuh - ANTARA News Kalimantan Barat"
"Negative","Mencari Pokemon Go Malah Ketemu Mayat"
"Negative","Warga Sekadau Kembali Digegerkan Dengan Penemuan Mayat di Sebuah Kost - KalbarOnline.Com"
"Negative","Remaja Guatemala Tewas Tertembak Saat Bermain Pokemon GO"
"Negative","Bom Meledak Saat Salat Id di Bangladesh, 1 Polisi Tewas"
"Negative","Libur Lebaran, Dua Orang Tewas Digulung Ombak Laut Selatan Malang"
"Negative","Lihat Suami Tewas Gantung Diri di Dapur, Warga Sintang ini Syok - Tribun Pontianak"
"Negative","Mahasiswi Unsri Tewas Dilindas Truk Peti Kemas : Okezone News"
"Negative","Tersengat Listrik saat Cuci Motor, Satpam Kampus Tewas : Okezone News"
"Negative","Bikin Kaget Banyak Orang, Ahok Ditemukan Tewas Bunuh Diri, Polisi Temukan Fakta Mengerikan - Tribun "
"Negative","Kakorlantas Soal Kecelakaan 9 Tewas di Cimahi Rem Blong dan Ban Gundul"
"Negative","BREAKING NEWS: Ibu Rumah Tangga di Singkawang Ditemukan Tewas Gantung Diri - Tribun Pontianak"
"Negative","Mahasiswi Esa Unggul Tewas dengan Luka Tusuk di Leher : Okezone News"
"Negative","Dua Angkot Kebut-kebutan di Serpong, 5 Orang Tewas"
"Negative","Ibu Rumah Tangga Tewas Ditabrak Mobil Kepala Desa : Okezone News"
"Negative","2 Bom Mobil Meledak di Pangkalan Militer Yaman, 7 Orang Tewas"
"Negative","Wisatawan Ditemukan Tewas di Perairan Kepulauan Seribu : Okezone News"
"Negative","Ledakan Bom Dekat Masjid Nabawi Madinah, Lima Orang Tewas"
"Negative","Polisi Simpulkan Sri Rahayu Tewas akibat Lompat..."
"Negative","Rekaman CCTV Anggota TNI AU Tewas Dikeroyok di Tempat Biliar : Video Okezone News"
"Negative","Tabrak Dam Truk Yang Sedang Parkir di Pinggir Jalan, Pemuda Asal Jangkang Tewas Mengenaskan - Kalbar"
"Negative","Kabur Dikejar Polisi, Seorang Napi Tabrak Pemotor hingga Tewas : Okezone News"
"Negative","Lima Orang Tewas Setelah Bom Meledak Dekat Masjid Nabawi"
"Negative","Kakak Asyik Main Bola, Adik Tewas Terseret Saluran Air di Grobogan | iNews Portal - Jateng"
"Negative","Tiga Saudara Tewas di Peniti, Ini Video Prosesi Pemakamannya, Bikin Haru! - Tribun Pontianak"
"Negative","Tak Diduga, Penyebab Pria Tewas Mendadak Usai Curi Kotak Amal Bikin Syok - Tribun Pontianak"
"Negative","Pesawat Latih Jatuh di Bandara Tunggul Wulung Cilacap, 1 Orang Tewas | iNews Portal - Jateng"
"Negative","Tersambar KA Menoreh, Petani di Indramayu Tewas Mengenaskan : Okezone News"
"Negative","Dua Petugas Keamanan Saudi Tewas Akibat Bom Dekat Masjid Nabawi"
"Negative","Warga Teriak Agar Sopir Truk Tak Ngebut, Malah Tabrak Beuntun Lima Orang Tewas - Wartakota"
"Negative","Wanita Perkasa ini Sudah Nikah 100 Kali, 99 Suaminya Tewas Saat Malam Pertama! - Tribun Pontianak"
"Negative","Pemotor Tewas Usai Salip Mobil di Jalan Raya Buaran Jaktim"
"Negative","INFO MUDIK Pick Up Tabrak Jembatan di Pesugihan, Penumpang Tewas"
"Positive","Terduga Santoso Tewas, Politikus DPR Ini Prestasi Pertama"
"Positive","Terungkap! Identitas Pria Tewas di Kamar Hotel, Polisi Beber Kronologinya - Tribun Pontianak"
"Negative","Kecelakaan Kereta di Italia, 20 Penumpang Tewas"
"Negative","Empat Polisi Amerika Serikat Tewas Ditembak di Texas"
"Negative","Militer Bangladesh 20 Sandera Tewas dalam Penyerangan di Kafe Dhaka"
"Negative","Banjir Bandang Landa Tujuh Provinsi di China, 180 Orang Tewas"
"Positive","Pengeroyok Anggota TNI AU hingga Tewas Berhasil Diringkus : Okezone News"
"Positive","2 Pemimpin Senior ISIS Tewas dalam Serangan Udara di Mosul Irak"
"Negative","Tak Lama Lagi Nikah, Artis Cantik Korea ini Syok Calon Suami Tewas Kecelakaan - Tribun Pontianak"
"Negative","Ratusan Narapidana Malang Terkena Leptospirosis, Dua Tewas"
"Negative","Pamit Servis HP ke Suami, Wanita Ini Tewas di Kamar Hotel Bersama Selingkuhan - Tribun Pontianak"
"Negative","TKI Asal Indramayu Tewas di Arab Saudi : Okezone News"
"Negative","20 Orang yang Tewas dalam Penyerangan di Kafe Bangladesh Adalah Warga Asing"
"Negative","Ibu Muda Tewas Mengenaskan di Ranjang, Sang Suami Beberkan Fakta Mengerikan - Tribun Pontianak"
"Negative","Ibu Tewas Terlindas Truk Kontainer, Anaknya Selamat dari Kecelakaan Maut di Pontianak - Tribun Ponti"
"Negative","Satu Keluarga Nyaris Tewas, Sopir Mengantuk Mobil Masuk Parit di Kota Pagaralam - Wartakota"
"Negative","Kapal Penangkap Ikan Terbakar di Laut Merauke, Empat ABK Tewas"
"Negative","Mahasiswa IPB Ditemukan Tewas Tergantung di Kamar Kos"
"Negative","Kepincut Pria Amerika, Enen Cahyati Ditemukan Tewas di Kamar Hotel di Kamboja - Tribun Pontianak"
"Negative","Terpental ke Dalam Parit, Prasetyo Tewas Kecelakaan di Sungai Pinyuh - Tribun Pontianak"
"Negative","Satu Keluarga Tewas Kecelakaan di Jalan Poros Pangkep-Maros - Tribunnews.com"
"Negative","Klub Malam di Florida AS Ditembaki, Dua Orang Tewas"
"Negative","Sebelum Tewas, Aktivis Kamboja Ini Berniat Lari ke Prancis"
"Negative","BREAKING NEWS : Heboh, Pria Ditemukan Tewas Bersimbah Darah di Jalan Budi Utomo - Tribun Pontianak"
"Negative","Santoso tewas, Luhut bilang di Jawa dan NTB masih ada terorisme | merdeka.com"
"Positive","Jika Santoso Tewas, Kapolri Demoralisasi Jaringan ISIS"
"Negative","Pria Tewas Bersimbah Darah di Jalan Budi Utomo, Polisi Ungkap Keterangan Saksi - Tribun Pontianak"
"Negative","Sigap Polri - Diduga Tak Bisa Berenang, Fikram Tewas Tenggelam | RRI Portal Berita Radio Berjaringan"
"Negative","Lagi, Warga Kulit Hitam AS Tewas Ditembak Polisi"
"Negative","Lie Chu Tewas di Tangan Kekasih, Inilah Foto-foto Semasa Hidupnya - Tribun Pontianak"
"Negative","Kecelakaan Kereta Api di Italia, 22 Orang Dipastikan Tewas"
"Positive","Chester Bennington Vokalis Linkin Park Tewas Gantung Diri, Benarkah Band ini Bubar? - Tribun Pontian"
"Negative","Belasan Pemudik Tewas Kelelahan, Bukti Buruknya Manajemen Mudik Pemerintah"
"Negative","Mengaku Pernah Berhubungan Badan dengan Iblis, Penyihir ini Ditemukan Tewas Bunuh Diri - Tribun Pont"
"Negative","Kepergok Curi Motor, Agus Tewas Dihajar Massa"
"Negative","Kepala Siswi Terbagi Dua Akibat Pisau Traktor Taman, Siswi Ini Tewas Mengenaskan! - Tribun Pontianak"
"Negative","Bule Australia Tewas saat Berenang Bareng Pasangan : Okezone News"
"Negative","Anggota Polda Metro Tewas, Diduga Tembak Kepalanya Sendiri"
"Negative","Populasi Buaya di Kupang Meningkat, 6 Orang Tewas Tiap Tahun"
"Negative","BREAKING NEWS: Seorang Pria Tewas Bersimbah Darah di Halaman Rumah Jalan Imam Bonjol - Tribun Pontia"
"Negative","Konvoi Sepeda Motor Dihantam Truk di Jalur Selatan, Satu Tewas"
"Negative","Kepala BIN Santoso dan Basri Diduga Tewas"
"Negative","Helikopter TNI AD Jatuh, Tiga Orang Diduga Tewas"
"Negative","Seorang Pria Ditemukan Tewas di Rumah Betang Sekadau, Diduga Ini Penyebabnya! - Tribun Pontianak"
"Negative","Begini Kronologis Kecelakaan di Peniti, Satu Tewas dan Enam Orang Luka-luka - Tribun Pontianak"
"Negative","Bom bunuh diri dekat Konsulat AS di Jedah, 1 tewas 2 luka-luka"
"Negative","Bocah 4 Tahun Ditemukan Tewas Usai Terseret Arus dan Menghilang 2 Hari | iNews Portal - Regional"
"Negative","ISIS sandera 20 orang pengunjung kafe di Bangladesh, 2 polisi tewas"
"Negative","Heli TNI AD Jatuh di Kalasan, Tiga Orang Tewas"
"Negative","20 Warga Sipil Tewas dalam Penyerangan Restoran di Banglades"
"Negative","Dinihari, Angkot Tabrak Truk Molen di Serpong, Empat Tewas"
"Negative","Terjun dari Lantai 4, OB Tempat Hiburan Malam di Tasikmalaya Tewas | iNews Portal - Jabar"
"Negative","186 Orang Tewas Akibat Banjir Bandang di China"
"Negative","Santoso Dikabarkan Tewas dalam Baku Tembak di Poso"
"Positive","3 Pengeroyok Prajurit TNI AU Hingga Tewas Ditangkap di Bekasi - News Liputan6.com"
"Negative","Terungkap! Ibu Ini Simpan Bayinya di Freezer Hingga Tewas Membeku - Tribun Pontianak"
"Negative","Sadis! Remaja Hamil 5 Bulan Ini Tewas Akibat Siksaan Sang Kekasih - Tribun Pontianak"
"Negative","Sedih, 39 Pekerja Migran India Tewas Ditangan ISIS"
"Negative","Makam Ulama Syiah di Baghdad Dibom, 30 Orang Tewas"
"Negative","5 Polisi AS Tewas Ditembak Saat Aksi Protes di Dallas"
"Negative","BREAKING NEWS: Beredar Foto Pedagang Sayur Pasar Flamboyan Dikabarkan Tewas Kecelakaan - Tribun Pont"
"Negative","Tingkat kematian bayi perempuan di India lebih tinggi daripada laki-laki - ANTARA News"
"Negative","Lidia Janggal Penyebab Kematian Abang Kandungnya di Malaysia, Ini Alasannya! - Tribun Pontianak"
"Negative","Operasi Ganti Kelamin Ternyata Punya Efek Mengerikan, Bisa Berujung pada Kematian - Tribun Pontianak"
"Negative","Ini Fakta Sosok Mengerikan dalam Tragedi Kematian Hitam yang Tewaskan 60% Penduduk Eropa - Tribun Po"
"Positive","Tergolong Wabah, Belum Ada Kasus Kematian Akibat Rabies di Singkawang - Tribun Pontianak"
"Positive","Ibu di Sampit Lolos dari Kematian setelah Berjibaku Melawan Buaya | iNews Portal - Regional"
"Negative","3 Kematian di April Mop, Niat Bercanda Malah Berakibat Fatal - Tribun Pontianak"
"Positive","Cara Terhindar dari Ancaman Kematian karena Rem Blong - Kompas.com"
"Negative","Terlalu Lama Duduk Kerja Bisa Terserang Banyak Penyakit, Paling Parah Sebabkan Kematian Mendadak! - "
"Negative","Soal Kartu Kuning Jokowi, Mahasiswa Sumut Gemakan ""Lonceng Kematian"" - Kantorberitapemilu.com"
"Positive","Inisiasi Menyusui Dini dan ASI Ekslusif Tekan Kematian Ibu 15 Persen - ANTARA News Kalimantan Barat"
"Positive","Terkuak Sudah Misteri Kematian Putri Diana, Fakta yang Terjadi Mengejutkan! - Tribun Pontianak"
"Negative","Pria Lebih Rentan Alami Kematian Mendadak akibat Jantung"
"Positive","Sepeda Motor Berada Dekat Jembatan, Ini Dugaan Penyebab Kematian Marcelinus Ansi - Tribun Pontianak"
"Positive","BNNP Sumsel Musnahkan Barang Bukti 3 Kg Sabu dengan Cara di Blender | iNews Portal - Sumsel"
"Negative","Driver Ojek Online Jadi Kurir Sabu, Sekali Antar Diupah Rp 100 Ribu - Wartakota"
"Positive","Polsek Tayan Hilir Amankan 41 Paket Diduga Sabu, Ini Tersangkanya - Tribun Pontianak"
"Positive","Polsek Sungai Pinyuh Ciduk Pria di Peniraman Kedapatan Simpan Sabu - Tribun Pontianak"
"Positive","Sempat Lemparkan Kotak Berisi Sabu Keluar Rumah, Ibu Rumah Tangga Ini Ditangkap Polisi - Tribun Pont"
"Negative","5 Warga Kalbar Diduga Selundupkan 5 Kilogram Sabu, Begini Kronologisnya! - Tribun Pontianak"
"Positive","AP II Perketat Pengawasan Pasca Penangkapan Penyelundup Sabu di Bandara"
"Positive","Polisi Tangkap Seorang Pelajar di Pekanbaru karena Edarkan 1,5 Kg Sabu | iNews Portal - Regional"
"Positive","Saat Dibekuk Polisi, Ternyata Jennifer Dunn Pesta Sabu dengan Pria ini, Siapa Dia? - Tribun Pontiana"
"Negative","Sabu Jenis Baru Masuk Indonesia, Kepulkan Asap Saat Diuji Kimia - Wartakota"
"Positive","Bawa Sabu 1,48 Kg, Wanita Berkerudung Ini Diamankan di Bandara Tarakan | iNews Portal - Regional"
"Negative","Kisah Pengungkapan Sabu 1,6 Ton, Petugas pun Sempat Mabuk Laut | iNews Portal - Kepri"
"Positive","Simpan Sabu dan Ekstasi, Pria di Singkawang Ini Dibekuk Polisi - Tribun Pontianak"
"Positive","Pesta sabu bareng 2 pemandu lagu, seorang PNS Pemprov Jatim dibekuk"
"Positive","Tercyduk Atas Kepemilikan Sabu, Roro Fitria Jalani BAP Tanpa Make Up Netizen Penasaran! - Tribun Pon"
"Positive","Simpan Sabu di Dasbor Motor, Pria Ini Dibekuk"
