"id","sentiment","text"
15776,"Positive","Biaya Kampanye Caleg 2014 Akan Capai Rp4,5 Miliar - ANTARA News Kalimantan Barat"
15777,"Positive","PAN Kalbar Target Pemenang Pemilu 2019 - ANTARA News Kalimantan Barat"
15778,"Positive","Fadli Zon Evaluasi Menteri di Bidang Hukum dan Ekonomi"
15779,"Negative","Serangan Bertubi-tubi ke Susi, dari Nelayan Cantrang Hingga Fadli Zon"
15780,"Negative","Fadli Zon Serangan di Prancis, Bukti Teror Ancaman Global"
15781,"Positive","Ini Kata Fadli Zon soal Insiden 'Bintang Kejora' di Melbourne - Tribunnews.com"
15782,"Positive","Fadli Zon Berharap Hubungan Militer Indonesia-Australia Kembali Baik - Kompas.com"
15783,"Positive","Fadli Zon Desak Panglima TNI Jelaskan Nama Institusi yang Impor Senjata Ilegal - Tribun Pontianak"
15784,"Positive","Soal Polemik Pembelian AW101, Fadli Zon Minta Dibuka Transparan"
15785,"Positive","Dilaporkan ke Polisi, Begini Tanggapan Fadli Zon dan Fahri Hamzah - Tribun Pontianak"
15786,"Negative","Fadli Zon Nilai Kenaikan Biaya Surat Kendaraan Bebani Rakyat - Kompas.com"
15787,"Positive","MKD Proses Aduan Pelanggaran Kode Etik Fadli Zon dan Rachel"
15788,"Negative","Fadli Zon: Nanti Rakyat Marah, Masa Mengkritik Dibilang Makar - Kompas.com"
15789,"Positive","Muhaimin Beri Kesempatan Kader Jadi Ketua Umum PKB - ANTARA News Kalimantan Barat"
15790,"Positive","Tujuh Partai Nyatakan Dukungan Pada Cagub dan Cawagub banten Wahidin-Andhika - Aktual.Com Terhangat "
15791,"Positive","Dapil Kapuas Berkurang Satu Kursi, Ini Dasarnya Menurut KPU - Tribun Pontianak"
15792,"Positive","Perolehan Suara Dapil Kalbar Disahkan, KPU Pusat Apresiasi - ANTARA News Kalimantan Barat"
15793,"Positive","Gatranews - Megawati Soekarnoputri: Waduk Juanda Jatiluhur sebagai Ilham Pembangunan"
15794,"Positive","Hakim Vonis Caleg Pontianak Terbukti Politik Uang - ANTARA News Kalimantan Barat"
15795,"Positive","Artikel - Caleg Perempuan Dan Harapan Nol Politik Uang - ANTARA News Kalimantan Barat"
15796,"Positive","Panwascam Pontianak Barat Proses Caleg Politik Uang - ANTARA News Kalimantan Barat"
15797,"Negative","PPP Djan Faridz Ancam Gugat Calon Pilkada yang diusung PPP Kubu Romy - rayapos.com"
15798,"Positive","Demokrat Segera Putuskan Opsi Hadapi Pilpres - ANTARA News Kalimantan Barat"
15799,"Positive","Rakerna PAN Resmi Sepakati Koalisi Dengan Gerindra - ANTARA News Kalimantan Barat"
15800,"Positive","KPU Minahasa Wajibkan Paslon Daftarkan Relawannya - rayapos.com"
15801,"Positive","Tidak Ada Deklarasi Capres Di Rapimnas Demokrat - Kantorberitapemilu.com"
15802,"Positive","Gita dan Dahlan Terpopuler di Konvensi Capres Demokrat - ANTARA News Kalimantan Barat"
15803,"Positive","Anggota DPR RI Dapil Kalbar Resmikan Air Bersih Untuk Warga di Segedong - Tribun Pontianak"
15804,"Positive","Debat Capres - Jokowi Dukung Palestina Jadi Anggota PBB - ANTARA News Kalimantan Barat"
15805,"Positive","Elektabilitas Ficardo-Bachtiar Kalahkan 3 Cagub Lain di Pilgub Lampung | iNews Portal - Lampung"
15806,"Positive","Akhirnya, PAN Bergabung ke Partai Pendukung Pemerintah - ANTARA News Kalimantan Barat"
15807,"Positive","Usulkan Perubahan Dapil di Ketapang, Ini Penjelasan KPU - Tribun Pontianak"
15808,"Positive","Sultan HB Belum Ditemui Demokrat Terkait Capres - ANTARA News Kalimantan Barat"
15809,"Negative","Konvensi Bakal Capres Demokrat Berjalan Hambar - ANTARA News Kalimantan Barat"
15810,"Positive","Marzuki Alie Sarankan Konvensi Capres Demokrat Disudahi - ANTARA News Kalimantan Barat"
15811,"Positive","Panwaslu Minta Paslon di Pilbup Mempawah Kedepankan Visi dan Misi - KalbarOnline.Com"
15812,"Positive","PKB Sampaikan Terima Kasih Kepada Presiden SBY - ANTARA News Kalimantan Barat"
15813,"Positive","Golkar Pastikan Rapimnas Bahas Cawapres 2014 - ANTARA News Kalimantan Barat"
15814,"Positive","Suryadharma Ali: Abraham Samad Tidak Masuk Bursa Capres PPP - ANTARA News Kalimantan Barat"
15815,"Positive","Hanura Relakan Jatah Kursinya Untuk PPP - ANTARA News Kalimantan Barat"
15816,"Positive","Gerindra Umumkan Nama Cagub Jabar Pada November? - Kantorberitapemilu.com"
15817,"Positive","KPUD Mempawah Siapkan Tahapan Pilkada 2018 - ANTARA News Kalimantan Barat"
15818,"Positive","Baliho Paslon Cagub Kalbar Mulai Hiasi Jalanan di Ngabang - Tribun Pontianak"
15819,"Positive","Tiga Paslon Lolos Sebagai Cagub dan Cawagub Kalbar 2018 - Tribun Pontianak"
15820,"Positive","Kandidat Capres Hasil Pemira PKS Akan Diuji Publik - ANTARA News Kalimantan Barat"
15821,"Positive","Akomodir Kader Asli dan Naturalisasi, Pasek: Kepengurusan Hanura Ibarat Timnas Indonesia - Aktual.Co"
15822,"Positive","Presiden Jokowi Akan Sampaikan Sambutan HUT ke-44 PDI Perjuangan - Tribunnews.com"
15823,"Positive","Megawati Tidak Hadiri Upacara HUT RI di Kantor PDIP - ANTARA News Kalimantan Barat"
15824,"Positive","Presiden di Bali Temu Kader Demokrat Secara Tertutup - ANTARA News Kalimantan Barat"
15825,"Negative","Usai Ditangkap KPK, Kader Demokrat Stres"
15826,"Positive","Hanura Berencana Koalisi Dengan PKPI Dan PPP - ANTARA News Kalimantan Barat"
15827,"Positive","Panwaslu Pontianak Siap Awasi Tahapan Pilpres - ANTARA News Kalimantan Barat"
15828,"Positive","Demokrat Hari Ini Rapimnas Tentukan Sikap Hadapi Pilpres - ANTARA News Kalimantan Barat"
15829,"Positive","Survei LSI: Hanya 3 Capres Maju Pilpres 2014 - ANTARA News Kalimantan Barat"
15830,"Negative","AHY Ungkap Faktor Kegagalan Demokrat di Pilpres 2014 - rayapos.com"
15831,"Negative","PKB dan Gerindra Tak Signifikan Dongkrak Suara Gus Ipul-Puti | iNews Portal - Jatim"
15832,"Positive","Inilah Pembagian Usulan Dapil Pemilu Legislatif 2019 di Kapuas Hulu - Tribun Pontianak"
15833,"Positive","Golkar Jajaki 4 Tokoh Potensial Cawapres - ANTARA News Kalimantan Barat"
15834,"Positive","Golkar Buka Suara Mengenai Isu Cawapres Jokowi 2019 - Tribun Pontianak"
15835,"Positive","Wantim Golkar Dukung Akbar Jadi Cawapres - ANTARA News Kalimantan Barat"
15836,"Positive","Ketum PAN Sudah Bahas Pemilu Bersama JK - Kantorberitapemilu.com"
15837,"Positive","Menangkan Agus-Sylvi, Hinca Boyong Kader Demokrat Jatim ke Jakarta - Aktual.Com Terhangat Terpercaya"
15838,"Positive","Partai Berkarya Sumsel Targetkan Satu Kursi Per Dapil - Kantorberitapemilu.com"
15839,"Positive","Partai Berebut Posisi Cawapres - Tribun Pontianak"
15840,"Positive","PKS dan Gerindra Sepakati Koalisi Pemerintahan dan Parlemen. - ANTARA News Kalimantan Barat"
15841,"Positive","PPP Keliling Jawa - Sumatera Kampanyekan Prabowo-Hatta - ANTARA News Kalimantan Barat"
15842,"Positive","PPP Pontianak Optimistis Suara Prabowo-Hatta 60 Persen - ANTARA News Kalimantan Barat"
15843,"Positive","SBY Minta Capres Sampaikan Janji Realistis - ANTARA News Kalimantan Barat"
15844,"Positive","Caleg Perempuan DPRD Kalbar Tandatangani Kontrak Politik - ANTARA News Kalimantan Barat"
15845,"Positive","Prabowo Subianto Capres Paling Berwibawa - Kantorberitapemilu.com"
15846,"Positive","PKB Setuju Dibentuk Sekber Partai Pendukung Pemerintah - ANTARA News Kalimantan Barat"
15847,"Positive","SBY: Koalisi Capres Makin Seru Tapi Tertib - ANTARA News Kalimantan Barat"
15848,"Negative","SBY: Tidak Ada Yang Akomodasi Opsi Demokrat - ANTARA News Kalimantan Barat"
15849,"Positive","Ibas Prediksi SBY Terpilih Lagi Jadi Ketum Demokrat - ANTARA News Kalimantan Barat"
15850,"Positive","Diam-diam PDIP Siapkan Cawapres Jokowi - Kantorberitapemilu.com"
15851,"Positive","LSM Siapkan Kontrak Politik Caleg Perempuan Kalbar - ANTARA News Kalimantan Barat"
15852,"Positive","KPU Pontianak Tetapkan Caleg Terpilih - ANTARA News Kalimantan Barat"
15853,"Positive","KPU Ancam Coret Caleg Belum Penuhi Persyaratan - ANTARA News Kalimantan Barat"
15854,"Positive","KPU Masukan Syarat Bebas Narkoba untuk Caleg - ANTARA News Kalimantan Barat"
15855,"Positive","KPU Undang Caleg DPD Terpilih Ke Jakarta - ANTARA News Kalimantan Barat"
15856,"Positive","Bawaslu Sidak Ke Kantor Panwaslu Singkawang - ANTARA News Kalimantan Barat"
15857,"Positive","KPU Minahasa Matangkan Pelaksanaan Debat Kandidat - rayapos.com"
15858,"Positive","Perempuan PAN Siap Satukan Prabowo dan Titiek - ANTARA News Kalimantan Barat"
15859,"Negative","Banyak Tokoh PAN Kecewa Hatta Dukung Prabowo - ANTARA News Kalimantan Barat"
15860,"Positive","Permintaan Megawati ke Jokowi dan JK di HUT PDIP - News Liputan6.com"
15861,"Positive","Megawati di HUT PDIP: Jadilah 'Banteng Sejati' Bela Keberagaman - News Liputan6.com"
15862,"Positive","Ini yang Bakal Disampaikan Megawati di HUT PDIP - News Liputan6.com"
15863,"Positive","Jokowi Anggap PDIP Masih Butuh Sosok Megawati - ANTARA News Kalimantan Barat"
15864,"Positive","Debat Kandidat Cagub-Cawagub Kalbar Segera Digelar, Catat Waktu dan Tanggalnya - Tribun Pontianak"
15865,"Positive","Begini Teknis Debat 3 Pasangan Cagub dan Cawagub Jakarta : Okezone News"
15866,"Positive","PDIP-Nasdem-PKB Deklarasikan Dukungan Untuk Jokowi - ANTARA News Kalimantan Barat"
15867,"Positive","Dapat Rekomendasi PDIP, Pasangan Satarudin-Alfian Tunggu Rekomendasi PKB - Tribun Pontianak"
15868,"Negative","Merasa Diperlakukan Tidak Adil, SBY Kumpulkan Seluruh Pengurus Demokrat - rayapos.com"
15869,"Positive","Gatranews - Elektabilitas Ical Sebagai Capres di Urutan Ketiga"
15870,"Positive","Gatranews - Bursa Capres 2013 Makin Hangat"
15871,"Positive","Prabowo Subianto: PKS Bukan Sekadar Sahabat, Tapi Sekutu - News Liputan6.com"
15872,"Positive","PKS Sebut Prabowo Negarawan dan Layak Kembali Nyapres"
15873,"Positive","KPUD Sambas Gelar Rapat Pleno Rekapitulasi dan Penetapan DPS Pilgub Kalbar 2018 - Tribun Pontianak"
15874,"Positive","Megawati puji kepemimpinan Husni Kamil untuk Pemilu Jujur dan Adil"
15875,"Positive","Gatranews - PKS Larang Pencalonan Istri Pejabat Publik"
15876,"Positive","Sjafrie akan blusukan sebagai cagub meski belum pasti diusung parpol"
15877,"Positive","Gatranews - PPP: Angka 9 Penuh Folosofis, Bukan Tahayul"
15878,"Positive","Partai Perindo Bangga Dukung IYL-Cakka Bersama Koalisi Rakyat | iNews Portal - Sulsel"
15879,"Positive","Panji-Panji Partai Perindo Berkibar di Ratusan Perahu Nelayan Pemalang | iNews Portal - Jateng"
15880,"Positive","Golkar Jabar: Balon Cagub dan Cawagub Didasari Kesepakatan - rayapos.com"
15881,"Negative","APK Paslon Masih Bertebaran, Panwaslu Pontianak Dinilai Abai - Tribun Pontianak"
15882,"Positive","Panwaslu Pontianak Wanti-wanti APK Paslon Yang Salahi Aturan - Tribun Pontianak"
15883,"Positive","Panwaslu Mempawah Siap Awasi Proses Verifikasi Faktual Dukungan Paslon Perseorangan - KalbarOnline.C"
15884,"Negative","Gatranews - Rekrut Kader Tak Tercela, Pulihkan Kepercayaan Rakyat"
15885,"Negative","Mensesneg Jadi Koordinator Pencarian Cawapres Untuk Jokowi, PKS Kebakaran Jenggot - Kantorberitapemi"
15886,"Negative","Serangan Bertubi-tubi ke Susi, dari Nelayan Cantrang Hingga Fadli Zon"
15887,"Negative","Serangan Bertubi-tubi ke Susi, dari Nelayan Cantrang Hingga Fadli Zon"
15888,"Negative","Usai Kartu Kuning Ketua BEM UI, Jokowi Ikut Diganjar Kartu Merah oleh Fadli Zon dan Fahri Hamzah - T"
15889,"Positive","Kampanye di Ketapang Karolin Temui Nelayan - KalbarOnline.Com"
15890,"Positive","Presidential Threshold Tinggi, Capres Hanya Jokowi dan..."
15891,"Positive","PAN Cari Capres Yang Punya Pandangan Ekonomi Berkeadilan - Kantorberitapemilu.com"
15892,"Positive","Sebut Karolin Kecil-kecil Cabe Rawit, Megawati: Lebih Galak Dari Bapaknya - KalbarOnline.Com"
15893,"Positive","Beredar Foto SK dari Gerindra dan PAN, Ini Jawaban Milton - Tribun Pontianak"
15894,"Positive","PDIP Pertaruhkan Elektabilitas Jika Tak Usung Capres Jokowi - ANTARA News Kalimantan Barat"
15895,"Positive","PDIP Tidak Terburu-buru Tetapkan Capres 2014 - ANTARA News Kalimantan Barat"
15896,"Positive","Gatranews - Demokrat Tak Masalahkan Nomor Urut"
15897,"Positive","Pencalonan Resmi ARB Capres Golkar Begantung Pileg - ANTARA News Kalimantan Barat"
15898,"Positive","Dapil IV Palembang Targetkan 4 Kursi di DPR RI - Kantorberitapemilu.com"
15899,"Positive","Kalbar Dua Dapil Pileg 2019, Ini Respon Anggota DPR RI - Tribun Pontianak"
15900,"Positive","Mahfud Jadi Ketua Tim Pemenangan Pilpres dari Prabowo-Hatta - ANTARA News Kalimantan Barat"
15901,"Positive","PKB Siap Kalahkan Golkar Pada 2019 - ANTARA News Kalimantan Barat"
15902,"Negative","Gatranews - PDIP: Politik Saling Sandera Marak pada 2013"
15903,"Positive","Cagub Karolin Dorong Kesejahteraan Guru Honorer di Kalbar - Tribun Pontianak"
15904,"Positive","Sebagai Cagub Kalbar 2018, Karolin Beberkan Kelebihan dan Kekurangannya - Tribun Pontianak"
15905,"Positive","Wah, Cagub Karolin ""Tantang"" Masyarakat Sambas - Tribun Pontianak"
15906,"Negative","Megawati: Enggan Disebut Petugas Partai, Silakan Keluar - ANTARA News Kalimantan Barat"
15907,"Positive","Budayawan Sebut Cagub PDIP Ini Berkarakter Nyunda - Kantorberitapemilu.com"
15908,"Positive","PDIP Akan Segera Umumkan Cagub - Cawagub Kalbar Yang Diusung - Tribun Pontianak"
15909,"Positive","Karolin-Heriadi Siap Debat Publik - ANTARA News Kalimantan Barat"
15910,"Positive","Daniel: Koalisi PKB - PDIP Ciptakan Kemandirian Bangsa - ANTARA News Kalimantan Barat"
15911,"Positive","Pemuda PDIP-PKB Janji Tetap Dukung Jokowi - ANTARA News Kalimantan Barat"
15912,"Positive","Menuju Pilgub Kalbar 2018, Arah Dukungan PKB Sudah Mengerucut di Dua Balon - KalbarOnline.Com"
15913,"Positive","Malam Ini SBY Kumpulkan Petinggi Demokrat di Kantor DPP - rayapos.com"
15914,"Positive","Demokrat Kalbar Solid Dukung SBY Jadi Ketum - ANTARA News Kalimantan Barat"
15915,"Positive","Marzuki Alie Pertanyakan SBY Hanya Urus Demokrat ? - ANTARA News Kalimantan Barat"
15916,"Negative","Cerita bus mudik gratis Demokrat, baru dilepas SBY sudah kecelakaan"
15917,"Positive","Galeri Foto - JawaPos.com"
15918,"Positive","Pasangan YAS Resmi Diusung Golkar Dan PKB - Tribun Pontianak"
15919,"Positive","PKS Ingin Lihat Perjuangan Sjafrie Sjamsoeddin untuk Jadi Cagub DKI"
15920,"Positive","KPUD Muba Belum Terima Ijin Cuti Kampanye Anggota DPRD - Kantorberitapemilu.com"
15921,"Positive","Rebut Hati Warga, 4 Pasangan Cagub Jabar Terus Gencarkan Kampanye | iNews Portal - Jabar"
15922,"Positive","Mensesneg Bantah Ada Pemanggilan Bawaslu ke SBY - ANTARA News Kalimantan Barat"
15923,"Positive","SBY: Saya Serahkan KTA Ini ke Ketua KPU Sebagai Bukti Tak Ada SBY Lain - rayapos.com"
15924,"Positive","Gatranews - Yusril Enggan Komentari ""Blusukan"" Presiden SBY"
15925,"Positive","Gatranews - SBY: Aparat Keamanan Tak Boleh Ragu"
15926,"Positive","PPP Tetapkan Cagub DKI Awal Agustus, 6 Tokoh Jadi Kandidat"
15927,"Positive","Gatranews - Gerindra: Semua Nomor Urut Itu Bagus"
15928,"Positive","Gatranews - Gerindra Dukung Pemindahan Ibu Kota Negara"
15929,"Positive","Jokowi Harus Pilih Cawapres Ekonom Agar Tak Bernasib Buruk Seperti SBY - Kantorberitapemilu.com"
15930,"Positive","Megawati Diusulkan Kembali Jadi Ketua Umum PDIP - ANTARA News Kalimantan Barat"
15931,"Positive","Pidato Lengkap Megawati Soekarnoputri dalam HUT PDIP - News Liputan6.com"
15932,"Positive","KPU Pontianak Tetapkan 539 Caleg Masuk DCT - ANTARA News Kalimantan Barat"
15933,"Negative","Pelanggaran Caleg Akibat KPU Minim Sosialisasi dan Kurang Tegas - ANTARA News Kalimantan Barat"
15934,"Positive","KPU Pontianak Tetapkan Caleg Terpilih 11-13 Mei - ANTARA News Kalimantan Barat"
15935,"Positive","Wasekjen Golkar: ARB Tetap Capres - ANTARA News Kalimantan Barat"
15936,"Positive","Jusuf Kalla Serahkan Soal Capres ke Pengurus Golkar - ANTARA News Kalimantan Barat"
15937,"Positive","PKS Optimistis Masuk Tiga Besar Pemilu Legislatif 2014 - ANTARA News Kalimantan Barat"
15938,"Positive","Hary Tanoe Berharap Kader Perindo Mojokerto Menyatu dengan Masyarakat : Okezone News"
15939,"Positive","50 Kader Perindo Kerinci Dilatih Serap & Susun Aspirasi Rakyat : Okezone News"
15940,"Positive","Pacu Semangat Kader, DPD Perindo Jakbar Miliki Kantor Sendiri : Okezone News"
15941,"Negative","APK Paslon Gubernur Sumsel, Bawaslu: Semua Ilegal - Kantorberitapemilu.com"
15942,"Positive","Megawati: Hati-Hati Membuat Keputusan Politik - News Liputan6.com"
15943,"Positive","Ketua MPR, Megawati dan Try Sutrisno Gelar Pertemuan VIVA"
15944,"Positive","Sutarmidji Tidak Ajukan Cuti Kampanye untuk PPP - ANTARA News Kalimantan Barat"
15945,"Positive","Politisi Gerindra: Pertemuan Jokowi-Prabowo Bangun Suasana Harmonis - ANTARA News Kalimantan Barat"
15946,"Positive","Gerindra: Pemimpin Nasional Terbaik Adalah Prabowo-Hatta - ANTARA News Kalimantan Barat"
15947,"Positive","Gerindra Sebut Prabowo Siap Kampanyekan Pasangan 'Asyik' - rayapos.com"
15948,"Positive","Gerindra Sudah Kantongi Calon Pendamping Prabowo - Kantorberitapemilu.com"
15949,"Positive","Presidential Threshold Tinggi, Capres Hanya Jokowi dan..."
15950,"Positive","Survei Capres 2019 versi SDI: Jokowi - Prabowo - Ahok - rayapos.com"
15951,"Positive","SBY Luruskan Isu Rencana Penyampaian Visi Prabowo-Hatta - ANTARA News Kalimantan Barat"
15952,"Positive","Ibas: Pasangan Prabowo-Hatta Mampu Lanjutkan Program SBY - ANTARA News Kalimantan Barat"
15953,"Positive","Pengamat : SBY Beri Sinyal Prabowo-Hatta Menang - ANTARA News Kalimantan Barat"
15954,"Negative","Serangan Bertubi-tubi ke Susi, dari Nelayan Cantrang Hingga Fadli Zon"
15955,"Negative","Serangan Bertubi-tubi ke Susi, dari Nelayan Cantrang Hingga Fadli Zon"
15956,"Positive","Sekjen PSI Raja Juli Antoni Tegaskan Tak Akan Kabur ke Luar Negeri usai Dilaporkan Fadli Zon - Tribu"
15957,"Positive","Seputar Sewa Perahu Partai Politik - KalbarOnline.Com"
15958,"Positive","PKB Resmi Berkoalisi Dengan PDIP - ANTARA News Kalimantan Barat"
15959,"Positive","PKB Putuskan Dukung Ridwan Kamil di Pilgub Jabar 2018 - rayapos.com"
15960,"Positive","PKB Kalbar Siap Menangkan Sutarmidji di Pilgub 2018 - KalbarOnline.Com"
15961,"Negative","Ical Dinilai Gagal Pimpin Golkar Hadapi Pilpres - ANTARA News Kalimantan Barat"
15962,"Positive","Okky Asokawati: PPP Itu Partai Peduli Perempuan - ANTARA News Kalimantan Barat"
15963,"Positive","Sekjen PPP: Tiada Ada Pemecatan di Partai - ANTARA News Kalimantan Barat"
15964,"Positive","Taufik Sebut Gerindra dan PDI-P Sepakat Dukung Cagub Beretika"
15965,"Negative","Gatranews - Pengesahan PP Tembakau, Inkonsistensi SBY"
15966,"Positive","Partai Modern Harusnya Pakai Konvensi Tentukan Paslon - Kantorberitapemilu.com"
15967,"Positive","Jadi Kandidat Kuat Cawapres Prabowo Subianto, Ini Jawaban Gubernur Anies Baswedan - Tribun Pontianak"
15968,"Positive","Megawati Hadiri Kampanye Jokowi-JK di Kalbar - ANTARA News Kalimantan Barat"
15969,"Positive","Gerindra Tidak Tolelir Kader Terlibat Korupsi - ANTARA News Kalimantan Barat"
15970,"Positive","PDIP Belum Berencana Usung Jokowi Sebagai Capres - ANTARA News Kalimantan Barat"
15971,"Positive","PDIP Putuskan Nama Capres Pada April - ANTARA News Kalimantan Barat"
15972,"Positive","Gatranews - Maruarar Sirait: Jokowi-Prabowo ''Role Model'' Kepemimpinan Saat Ini"
15973,"Positive","Megawati Akan Beri Hadiah Kader yang Jadi Korban Pengeroyokan - Kompas.com"
15974,"Positive","Panwaslu Beberkan Ancaman Pelanggar Pemilu - Tribun Pontianak"
15975,"Positive","Panwaslu Komitmen Tindak Tegas Bagi Pelanggar Pemilu - Tribun Pontianak"
15976,"Positive","PPP dan PKNU Berkoalisi untuk Pemilu 2014 - ANTARA News Kalimantan Barat"
15977,"Positive","Debat Pertama Pilgub Kalbar, Ini Tema Yang Dibahas - Tribun Pontianak"
15978,"Positive","Midji Siap Hadapi Debat Kandidat Pilgub Akhir Pekan Ini - Tribun Pontianak"
15979,"Positive","Ruang Kosong Partai Politik - KalbarOnline.Com"
15980,"Positive","DPW PKS Kalbar Buka Suara Terkait Poros Baru Selain Jokowi di Pilpres 2019 - Tribun Pontianak"
15981,"Positive","KPU Ketapang Akan Sosialisasi Tahapan Pencalonan Caleg - ANTARA News Kalimantan Barat"
15982,"Positive","KPU Kalbar Gelar Penetapan Caleg Terpilih Minggu - ANTARA News Kalimantan Barat"
15983,"Positive","KPU Kubu Raya Minta Caleg Kedepankan Etika - ANTARA News Kalimantan Barat"
15984,"Negative","KPU Kalbar: Caleg Terpilih Jadi Tersangka Dapat Dilantik - ANTARA News Kalimantan Barat"
15985,"Positive","Hanura Ketapang Targetkan Menang di Pemilu 2019 - KalbarOnline.Com"
15986,"Positive","Paulus Sutami Nyatakan Mundur Dari Kepengurusan Partai Hanura - KalbarOnline.Com"
15987,"Positive","Partai Hanura Ketapang Tutup Pendaftaran Cabup Dan Cawabup - ANTARA News Kalimantan Barat"
15988,"Positive","Partai Hanura Pontianak Raih Target Melalui Pencitraan Positif - ANTARA News Kalimantan Barat"
15989,"Positive","Partai Hanura Pontianak Penuhi 30 Persen Keterwakilan Perempuan - ANTARA News Kalimantan Barat"
15990,"Negative","Dugaan Ada ASN Berfoto dengan Cagub-Cawagub Kalbar, Ini Kata Bawaslu - Tribun Pontianak"
15991,"Negative","Gatranews - Megawati: Rencana Impor Beras 1,75 Juta Ton Ancaman Serius Bangsa"
